Lot,Bedroom,Units,Electric,Internet,FiberOpt,HeatFuel,Rooms,Water,Built,Tenure,JuniorMtg,FamEmp,Lang,Family,HHpresence,Move,Npersons,Nchild,Under18,Over60,Over65,Workers,WkExp,WkStatus,Vehicles,BroadBND,HiWorth
1,4,2,100,1,2,3,8,360,5,1,3,1,2,1,4,5,3,0,0,0,0,3,1,1,3,2,1
1,4,2,160,1,2,1,7,1300,3,2,,1,1,1,4,3,2,0,0,0,0,2,4,1,2,2,1
1,4,2,120,1,1,1,6,80,5,1,3,2,2,1,4,6,3,0,0,0,0,2,3,3,5,2,0
1,2,1,70,1,2,1,6,180,5,2,,,1,7,4,7,,0,0,1,1,,,,2,1,0
1,3,2,80,3,,1,5,770,6,1,3,3,1,1,4,5,2,0,0,2,2,1,8,7,2,,0
1,3,2,90,1,2,6,8,520,2,2,,3,1,1,4,4,2,0,0,2,2,2,5,7,3,1,0
1,4,2,200,1,2,3,11,120,9,1,3,2,1,1,2,3,5,2,1,0,0,1,7,3,4,2,0
1,2,2,100,1,2,1,6,850,3,1,3,4,2,1,4,6,2,0,0,2,2,0,9,9,3,2,0
1,4,2,110,1,1,3,5,1000,13,1,3,1,4,1,3,4,4,2,1,0,0,2,2,1,2,1,0
1,3,2,90,1,2,3,7,660,3,1,2,7,1,3,4,5,2,0,0,1,1,1,14,13,2,1,0
1,2,1,60,3,,1,5,1,8,2,,,1,6,4,5,,0,0,1,1,,,,1,,0
1,2,2,130,1,2,1,3,600,3,1,3,,1,4,4,7,,0,0,1,0,,,,2,1,0
1,4,2,170,1,2,2,6,2000,5,2,,4,1,1,4,3,2,0,0,2,2,0,9,9,2,1,0
2,3,2,250,1,2,2,5,1200,6,1,3,1,1,1,4,5,2,0,0,0,0,2,1,1,4,2,0
1,3,2,500,1,2,1,6,200,3,2,,4,1,1,2,6,3,1,1,2,2,0,9,9,3,2,0
1,3,2,90,1,2,1,6,510,6,1,3,,4,4,4,2,,0,0,1,1,,,,1,1,0
1,3,2,260,1,2,1,5,900,5,1,3,5,1,2,1,7,4,1,1,1,1,2,10,10,3,2,0
1,4,2,40,1,2,1,6,900,5,1,3,1,1,1,2,5,4,1,1,0,0,3,1,1,4,2,0
1,2,3,80,1,2,3,4,1,6,2,,,1,6,4,5,,0,0,1,1,,,,1,2,0
1,2,1,180,1,2,1,4,620,9,1,3,,1,5,4,3,,0,0,1,0,,,,2,1,0
1,3,2,60,1,2,1,6,480,2,2,,7,1,3,4,6,2,0,0,0,0,2,14,13,2,1,0
1,2,2,50,1,2,6,5,100,7,2,,7,1,3,4,5,2,0,0,0,0,1,14,13,0,2,0
1,2,3,110,1,2,1,5,1,7,2,,4,1,1,4,5,2,0,0,2,2,0,9,9,1,2,0
1,4,2,220,1,2,1,6,1600,3,1,3,2,4,1,2,4,3,1,1,0,0,1,3,3,2,1,1
1,3,2,190,1,2,1,8,780,6,1,3,7,4,3,4,7,2,0,0,1,0,1,13,13,3,1,0
1,3,2,80,1,2,2,5,500,2,2,,1,1,1,4,6,2,0,0,2,2,2,5,1,3,1,0
1,4,2,80,1,2,1,8,1100,5,1,3,2,1,1,4,6,2,0,0,2,2,1,8,6,2,2,0
1,3,2,80,1,2,1,6,1100,8,1,3,1,1,1,4,5,3,0,0,2,0,3,1,1,4,1,0
1,4,2,70,1,2,1,5,120,12,1,3,1,4,1,2,4,6,2,1,2,2,2,2,1,2,1,0
1,3,2,90,2,,3,5,30,6,1,3,1,3,1,4,3,2,0,0,0,0,2,1,1,3,,0
1,4,2,120,1,2,1,8,900,2,1,3,1,2,1,4,5,3,0,0,1,0,2,4,1,4,1,0
1,3,2,80,1,2,1,4,480,5,1,3,,1,4,4,4,,0,0,0,0,,,,3,1,0
1,3,1,290,1,2,3,7,1200,9,2,,8,1,3,4,3,2,0,0,1,1,1,15,15,2,2,0
1,3,2,40,1,2,1,7,40,3,2,,2,1,1,4,6,2,0,0,0,0,1,7,3,2,1,0
1,3,2,30,1,1,1,6,600,3,1,2,,1,6,4,7,,0,0,1,1,,,,2,1,0
1,4,2,300,1,2,1,6,1200,5,1,3,4,4,1,2,4,4,2,1,0,0,1,6,9,3,2,0
1,2,2,30,1,2,3,7,200,1,1,3,5,1,2,2,5,3,1,1,2,1,2,10,10,2,1,0
3,2,3,100,3,,1,3,60,7,2,,,1,4,4,6,,0,0,1,1,,,,1,,0
1,4,2,250,1,2,9,8,1200,2,1,3,4,2,1,3,5,6,3,1,0,0,0,9,9,4,1,0
2,4,2,350,1,1,3,10,1200,1,2,,2,1,1,4,7,2,0,0,2,2,1,8,3,3,2,0
1,1,1,10,3,,1,2,620,6,2,,,1,4,4,3,,0,0,1,1,,,,1,,0
1,3,2,90,1,1,1,8,960,3,1,3,8,1,3,4,7,2,0,0,1,1,1,15,15,2,1,0
2,2,2,400,1,2,6,3,2,5,2,,6,1,2,4,7,2,0,0,1,1,0,12,12,2,2,0
1,4,2,50,1,2,2,6,1000,3,1,3,2,2,1,2,4,4,2,1,0,0,1,7,3,2,2,0
1,2,2,40,1,1,1,7,650,3,1,3,,1,4,4,7,,0,0,1,1,,,,1,1,0
1,3,2,100,1,1,1,5,850,5,1,3,2,2,1,4,7,2,0,0,2,2,1,3,3,2,1,0
1,2,3,60,1,2,3,5,1,5,1,3,7,2,3,4,6,2,0,0,1,1,2,14,13,1,2,0
1,3,2,200,1,2,1,5,960,10,1,3,1,1,1,1,4,4,2,1,0,0,2,1,1,3,2,1
1,3,2,90,1,1,3,7,400,1,1,3,4,2,1,4,6,3,0,0,2,0,3,5,9,6,1,0
1,4,2,200,2,,1,8,1200,2,1,3,1,2,1,4,6,5,0,0,0,0,3,1,1,3,,1
1,3,2,120,1,2,3,4,600,2,1,3,1,4,1,4,3,4,0,0,1,0,3,5,1,3,2,0
1,3,2,180,3,,1,4,900,5,1,3,7,2,3,4,5,4,0,0,0,0,2,15,14,3,,0
1,4,2,40,1,2,1,5,40,3,1,3,,4,7,4,6,,0,0,1,1,,,,2,2,0
2,3,2,200,3,,1,6,2,2,2,,,1,4,4,7,,0,0,1,1,,,,1,,0
1,2,2,50,1,2,1,4,1100,4,2,,4,1,1,4,7,2,0,0,2,2,0,9,9,2,2,0
1,3,2,100,1,2,1,6,1000,4,1,2,1,1,1,4,5,2,0,0,0,0,2,4,4,2,2,0
1,4,2,190,1,2,1,8,1500,3,1,3,2,2,1,2,7,7,2,1,2,0,3,6,3,6,1,0
1,4,2,50,1,2,1,6,600,11,1,3,5,4,2,4,4,4,0,0,0,0,3,10,10,4,1,0
1,3,2,100,1,2,1,5,680,6,1,3,3,1,1,4,6,4,0,0,1,0,3,8,7,5,2,1
1,4,2,200,1,2,1,7,210,7,1,2,1,2,1,2,3,4,2,1,0,0,2,1,1,2,1,1
2,3,1,70,1,2,2,5,400,5,2,,6,1,2,4,6,2,0,0,1,1,1,12,12,3,1,0
1,2,2,50,3,,1,3,1100,3,2,,,1,6,4,5,,0,0,1,1,,,,1,,0
1,3,2,200,1,2,1,6,360,3,2,,4,1,1,4,7,2,0,0,2,1,0,9,9,2,1,0
1,3,2,120,1,2,1,7,960,4,2,,4,1,1,4,6,3,0,0,1,0,0,9,9,4,1,0
1,4,2,60,1,2,3,6,1400,7,2,,7,3,3,4,5,2,0,0,0,0,1,13,13,2,2,0
1,3,2,20,1,2,1,4,1800,3,2,,2,4,1,4,3,2,0,0,1,0,1,6,3,2,2,0
1,3,2,490,1,1,1,8,50,6,1,3,3,4,1,4,7,3,0,0,2,1,1,8,7,2,2,0
2,3,2,100,3,,3,7,2,5,1,3,,1,6,4,7,,0,0,1,1,,,,2,,0
1,3,2,90,1,2,1,5,240,5,1,2,2,1,1,4,3,2,0,0,2,2,2,4,3,3,2,1
1,3,3,150,1,2,1,10,50,7,2,,4,3,1,4,5,2,0,0,1,1,0,9,9,2,1,1
1,2,1,160,1,2,9,4,1000,4,2,,8,2,3,2,6,2,0,1,1,1,0,15,15,0,1,0
1,2,2,50,1,2,3,4,120,5,2,,4,1,1,4,5,2,0,0,2,2,0,9,9,2,2,0
1,5,2,150,1,2,1,8,1800,5,1,3,1,1,1,4,5,2,0,0,0,0,2,2,1,3,2,0
1,4,2,250,1,2,1,8,3000,4,1,3,2,1,1,4,6,3,0,0,1,0,2,3,3,3,1,0
1,2,3,30,1,2,3,4,40,6,1,3,8,1,3,2,4,2,1,1,0,0,0,15,15,1,2,0
3,2,2,4,1,2,6,6,2,1,1,3,,1,6,4,5,,0,0,1,1,,,,1,1,1
1,4,2,4,1,2,1,9,1100,8,1,2,1,1,1,2,5,5,2,1,0,0,3,1,1,4,2,1
1,5,2,90,1,2,1,7,1800,7,1,3,1,4,1,2,5,4,1,1,1,0,3,5,1,5,2,1
1,3,2,130,1,2,3,6,1400,3,1,3,7,1,3,2,4,3,2,1,0,0,1,14,13,1,1,0
2,4,2,140,1,2,1,7,750,7,2,,1,1,1,4,5,2,0,0,1,0,2,1,1,2,2,1
1,3,2,70,1,1,1,6,60,3,2,,2,1,1,4,7,2,0,0,2,2,1,3,3,2,2,0
1,4,2,200,1,2,1,8,180,6,2,,4,1,1,4,5,2,0,0,2,2,0,9,9,2,2,0
1,3,2,130,1,2,1,5,1500,7,1,3,4,4,1,4,6,4,0,0,2,1,2,9,9,4,2,0
1,3,2,190,1,2,1,5,1,7,1,3,,1,7,2,5,,0,1,0,0,,,,2,2,0
1,3,3,130,1,1,1,7,1,3,1,3,,1,5,4,4,,0,0,0,0,,,,2,2,0
1,3,3,60,1,2,1,5,1400,16,1,3,2,4,1,1,3,3,1,1,0,0,1,3,3,0,2,0
1,2,2,180,1,2,1,4,1400,1,1,3,2,2,1,2,5,6,4,1,0,0,1,3,3,2,2,0
1,3,2,90,1,2,3,5,200,11,1,3,1,1,1,4,2,2,0,0,0,0,2,2,1,2,1,0
1,3,2,60,1,2,1,5,1600,6,2,,2,4,1,4,6,3,0,0,1,1,1,3,3,2,2,0
1,4,2,60,1,2,1,6,500,3,1,3,4,1,1,4,7,2,0,0,2,0,0,9,9,2,2,0
1,2,2,200,3,,1,3,1200,1,1,3,1,1,1,2,5,4,2,1,0,0,2,1,1,2,,1
1,3,2,250,1,1,1,5,1200,5,1,2,,1,4,4,2,,0,0,0,0,,,,2,2,0
1,3,2,250,1,2,1,6,1400,4,1,3,1,1,1,3,6,5,2,1,1,0,2,4,1,5,2,0
1,4,2,110,1,1,1,7,850,6,1,3,2,1,1,2,3,4,2,1,0,0,1,3,3,2,1,0
1,3,2,80,3,,1,5,700,6,1,2,,2,6,4,6,,0,0,1,1,,,,1,,0
1,5,2,60,1,2,1,7,2300,9,2,,1,4,1,4,4,2,0,0,0,0,2,2,1,3,2,1
1,2,2,180,1,2,1,7,900,2,1,3,,1,1,4,5,2,0,0,0,0,2,1,,4,2,0
1,3,3,20,3,,1,6,20,2,2,,3,4,1,4,6,2,0,0,1,1,1,8,7,2,,0
1,3,2,360,1,1,1,6,1000,5,1,2,5,1,2,4,5,3,0,0,0,0,3,10,10,3,1,0
1,3,2,60,1,2,1,5,400,3,1,3,7,4,3,4,1,2,0,0,1,0,2,13,13,2,2,1
1,3,2,200,1,2,1,6,200,2,1,3,2,1,1,2,5,5,3,1,0,0,1,3,3,2,2,0
1,4,2,100,1,2,1,5,80,4,1,2,6,2,2,2,5,7,4,1,1,1,0,12,12,3,2,0
1,3,2,1,1,2,3,6,100,5,2,,,1,5,4,3,,0,0,1,1,,,,2,1,0
1,1,2,180,3,,1,4,420,1,1,3,,1,6,4,7,,0,0,1,1,,,,1,,0
1,2,3,50,1,2,1,3,430,6,1,3,,4,6,4,1,,0,0,0,0,,,,1,2,0
1,3,3,110,2,,3,6,1,6,2,,1,2,1,3,3,4,2,1,0,0,2,5,1,2,,0
1,4,2,350,1,2,1,9,1800,1,2,,,1,4,4,6,,0,0,1,1,,,,3,1,0
1,4,2,140,1,2,3,9,80,4,1,2,2,3,1,2,5,4,1,1,1,0,2,3,3,3,2,1
1,4,2,90,1,2,1,8,80,7,1,3,1,1,1,2,5,4,2,1,0,0,1,7,2,3,1,0
1,3,2,20,3,,1,5,600,4,2,,,2,4,4,3,,0,0,1,1,,,,1,,0
1,5,2,60,1,1,1,8,100,8,1,3,3,1,1,4,2,2,0,0,2,2,1,7,7,2,1,1
1,3,2,60,1,1,3,5,720,3,2,,7,1,3,1,4,4,1,1,0,0,2,13,13,1,2,0
2,3,2,180,1,2,6,7,2,6,1,3,2,1,1,2,5,5,2,1,0,0,1,3,3,3,2,0
1,2,2,30,1,1,3,3,40,8,1,3,2,2,1,2,4,4,1,1,1,1,2,7,3,3,2,0
1,4,2,100,1,2,1,7,600,5,2,,,1,6,4,7,,0,0,0,0,,,,1,2,0
1,4,2,220,1,1,1,6,50,7,1,1,1,2,1,3,5,5,2,1,1,1,3,1,1,2,2,0
1,3,2,2,1,2,1,4,1300,4,2,,,1,4,4,3,,0,0,0,0,,,,1,1,0
2,4,2,160,1,2,3,6,2,7,2,,1,2,1,3,3,6,3,1,1,1,2,5,1,2,2,0
1,3,3,50,1,2,1,5,1,5,1,3,2,2,1,1,4,4,1,1,1,1,1,6,3,2,2,0
1,2,2,100,1,2,3,7,2500,1,1,3,3,1,1,4,5,2,0,0,2,2,1,8,7,2,1,0
1,3,2,60,1,2,1,6,1500,3,1,3,,1,4,4,3,,0,0,0,0,,,,1,2,0
1,3,3,120,1,2,1,5,360,1,2,,2,2,1,4,2,3,0,0,2,2,2,7,3,2,1,0
1,3,2,240,1,2,1,4,1200,3,1,3,,3,4,4,7,,0,0,0,0,,,,3,1,0
1,4,2,210,1,2,1,6,750,6,1,2,1,1,1,4,3,2,0,0,0,0,2,1,1,2,2,1
2,2,2,170,2,,3,7,2,3,2,,1,1,1,4,6,2,0,0,2,0,2,4,1,3,,1
1,2,2,60,3,,6,5,480,3,2,,4,1,1,4,7,3,0,0,2,2,1,9,9,2,,0
3,3,2,60,1,2,6,14,2,7,1,3,4,1,1,4,6,4,0,0,2,0,1,9,9,4,1,0
1,3,2,210,1,2,6,7,650,5,2,,4,1,1,4,7,2,0,0,2,2,0,9,9,4,1,0
1,3,2,80,3,,3,9,700,3,1,1,,1,4,4,5,,0,0,1,1,,,,1,,0
1,3,2,40,3,,1,5,1700,4,2,,,1,4,4,1,,0,0,1,1,,,,2,,0
2,4,2,160,1,2,2,7,2,8,1,3,2,1,1,4,5,3,0,0,0,0,2,6,3,4,1,0
1,3,2,100,1,2,1,5,500,5,1,3,1,3,1,2,5,3,1,1,0,0,2,1,1,3,1,0
2,3,2,500,1,2,1,9,600,5,1,3,2,1,1,2,4,4,2,1,0,0,1,7,6,2,1,0
1,3,2,110,1,2,1,7,710,3,1,2,1,1,1,2,6,4,1,1,0,0,2,4,1,2,1,0
1,3,2,70,1,2,2,7,500,7,1,3,6,1,2,4,5,2,0,0,1,0,0,12,12,2,1,1
1,3,2,200,1,2,2,6,50,8,2,,5,4,2,4,3,3,0,0,2,2,1,10,10,2,2,0
1,2,2,50,1,1,1,4,720,3,1,3,1,1,1,4,5,2,0,0,0,0,2,1,1,2,1,1
1,3,2,40,1,1,1,6,750,2,2,,7,4,3,4,6,2,0,0,0,0,2,13,13,2,2,0
1,4,2,50,1,2,1,9,1200,4,1,3,1,1,1,4,7,2,0,0,2,2,2,1,1,1,2,0
1,3,2,80,1,2,1,7,1500,8,1,3,3,1,1,4,3,2,0,0,0,0,1,7,7,2,2,0
1,2,2,40,1,2,1,5,60,1,1,3,,1,6,4,3,,0,0,0,0,,,,0,1,0
2,2,2,200,2,,2,5,600,6,2,,2,1,1,4,4,2,0,0,0,0,1,3,3,2,,0
1,2,2,80,1,1,1,6,840,2,1,3,,1,6,4,6,,0,0,1,1,,,,1,2,0
1,4,2,170,1,2,1,10,640,7,1,1,,1,6,4,6,,0,0,1,1,,,,1,1,0
1,3,2,120,1,2,3,5,1400,5,1,3,1,1,1,4,5,4,0,0,2,0,2,2,4,2,2,0
1,4,2,80,1,2,1,6,780,3,1,3,1,3,1,4,3,2,0,0,0,0,2,1,1,3,1,1
1,4,2,450,1,1,1,5,1600,5,1,3,1,2,1,2,4,4,1,1,0,0,3,4,1,3,1,0
1,2,2,130,3,,3,4,120,1,1,3,8,2,3,3,4,4,3,1,0,0,0,15,15,1,,0
1,3,3,70,1,2,3,5,1,8,1,3,1,4,1,1,3,5,2,1,1,0,3,5,1,2,1,0
1,4,2,100,1,2,1,6,100,5,2,,4,1,1,4,7,2,0,0,2,2,0,9,9,3,1,0
1,3,2,180,1,2,3,5,390,3,2,,,4,6,4,7,,0,0,1,1,,,,1,2,0
1,3,1,40,3,,3,4,420,5,1,3,1,2,1,2,3,5,1,1,0,0,3,4,1,3,,0
1,2,2,90,1,2,1,6,600,2,1,3,2,2,1,4,6,3,0,0,1,1,2,3,3,4,1,0
1,4,2,90,1,2,1,7,60,4,2,,4,1,1,4,7,3,0,0,2,2,0,9,9,3,1,1
1,0,2,140,1,2,1,1,90,2,1,3,3,2,1,4,5,4,0,0,2,2,3,8,7,4,2,0
1,3,2,40,3,,1,5,100,4,2,,,1,4,4,7,,0,0,1,1,,,,1,,0
1,2,2,50,1,2,1,3,1300,1,1,3,1,4,1,2,4,4,2,1,0,0,2,1,1,2,1,1
1,3,2,130,1,2,1,8,2000,2,1,3,1,1,1,1,3,4,2,1,0,0,2,4,1,4,2,1
1,3,2,100,1,2,1,5,1800,4,1,3,2,2,1,2,5,5,2,1,0,0,2,7,3,3,2,0
3,3,2,360,1,1,2,5,2,9,1,2,1,1,1,2,5,4,2,1,0,0,2,1,1,2,2,1
1,4,2,70,2,,1,8,650,3,2,,4,1,1,4,6,2,0,0,2,2,0,9,9,2,,0
2,2,1,230,1,2,6,3,2,4,2,,,1,6,4,7,,0,0,1,0,,,,1,2,0
1,2,2,120,1,2,1,5,420,1,1,3,,1,4,4,5,,0,0,1,1,,,,1,2,0
1,3,2,100,1,2,1,6,800,3,1,2,1,3,1,4,3,2,0,0,0,0,2,1,1,3,1,0
1,3,2,2,1,2,1,5,1800,5,1,3,7,4,3,1,3,6,2,1,0,0,3,13,13,1,2,0
1,4,2,200,3,,3,9,820,5,2,,4,1,1,4,7,2,0,0,2,2,0,9,9,2,,0
1,3,2,140,1,2,1,4,240,2,1,3,2,1,1,4,7,2,0,0,1,0,1,3,3,2,1,1
1,3,2,50,1,2,1,8,220,11,1,3,,1,6,4,3,,0,0,1,1,,,,0,2,0
1,4,2,100,1,2,1,9,3000,6,1,3,1,3,1,2,4,5,1,1,0,0,3,5,1,4,2,0
1,4,2,60,1,2,1,9,60,1,1,3,1,2,1,3,4,4,2,1,0,0,2,2,1,2,1,0
1,4,2,90,1,2,1,10,400,17,1,3,1,1,1,3,3,5,2,1,2,0,3,1,1,4,1,1
1,3,3,110,1,2,1,5,1,5,1,2,3,4,1,2,5,3,1,1,0,0,1,8,7,2,1,0
1,2,2,20,1,2,6,5,380,5,1,3,,1,6,4,3,,0,0,0,0,,,,1,1,0
1,2,2,200,1,1,1,4,1800,3,1,2,7,1,3,4,5,2,0,0,0,0,2,13,13,4,1,0
1,5,2,100,1,1,7,7,900,8,1,3,5,1,2,2,1,2,1,1,0,0,1,10,10,1,2,0
1,4,2,130,1,2,1,9,780,6,1,3,1,1,1,4,7,2,0,0,0,0,2,4,1,2,2,0
1,3,1,210,1,2,1,7,20,6,2,,,1,1,1,3,6,2,1,0,0,3,1,,5,2,0
1,3,2,60,1,1,1,11,760,11,1,3,2,4,1,2,4,3,1,1,0,0,1,3,3,2,1,0
3,3,1,180,1,2,2,6,600,7,2,,,1,6,4,5,,0,0,0,0,,,,1,2,0
2,3,2,200,1,2,1,7,880,6,1,3,4,1,1,4,7,2,0,0,2,2,0,9,9,3,2,0
1,3,2,80,1,1,1,5,1300,3,1,3,2,2,1,4,5,4,0,0,0,0,3,6,6,4,1,0
2,3,2,10,1,2,7,4,2,5,1,3,2,1,1,2,5,3,1,1,0,0,1,7,3,4,1,1
1,4,2,300,1,1,3,6,720,4,1,3,4,1,1,4,7,5,0,0,2,1,1,9,9,3,2,0
1,3,2,160,1,1,7,6,1600,6,1,3,7,1,3,2,4,3,1,1,1,1,2,13,13,2,1,0
1,3,2,250,1,2,1,6,30,5,1,3,1,2,1,1,1,3,1,1,0,0,2,1,1,2,1,0
1,3,2,80,1,2,1,7,850,6,2,,4,1,1,4,4,2,0,0,2,2,0,9,9,2,1,0
1,3,2,60,1,2,1,4,1500,4,1,3,,1,6,4,1,,0,0,1,1,,,,1,1,0
2,1,2,250,1,2,1,4,2,1,1,3,1,2,1,2,5,5,3,1,0,0,2,1,1,3,1,0
1,5,2,180,1,2,8,8,400,6,1,2,7,4,3,4,5,2,0,0,0,0,2,13,13,2,1,0
1,3,2,40,1,2,1,9,1600,1,1,2,2,1,1,4,6,3,0,0,2,2,2,6,3,3,1,0
1,3,2,120,3,,1,7,450,6,1,3,8,1,3,4,6,3,0,0,1,1,0,15,15,1,,0
1,4,2,100,1,2,9,7,1200,6,1,2,2,2,1,2,3,8,4,1,1,1,2,3,3,3,1,0
1,4,2,140,1,2,3,7,780,6,1,3,4,1,1,2,6,4,1,1,2,2,0,9,9,2,2,0
1,3,2,100,1,2,1,6,1800,4,1,2,,1,4,4,6,,0,0,1,0,,,,2,1,0
3,4,2,190,1,2,1,10,1600,8,2,,1,3,1,4,5,3,0,0,2,2,3,5,1,3,2,1
1,4,2,30,3,,1,10,70,4,1,3,,4,6,4,7,,0,0,1,1,,,,1,,0
1,3,2,30,1,2,1,7,550,6,1,3,3,2,1,4,6,2,0,0,2,2,1,8,7,2,1,0
1,5,2,200,1,2,1,8,1700,8,1,2,4,4,1,3,4,6,2,1,2,2,2,9,9,2,1,0
1,3,2,80,3,,1,5,1500,13,1,3,1,2,1,2,4,4,2,1,0,0,2,2,1,2,,0
1,3,2,300,1,2,1,6,1800,5,1,3,,3,4,4,5,,0,0,1,1,,,,1,1,0
1,4,2,60,1,2,6,6,800,6,2,,4,2,1,4,7,3,0,0,2,2,1,9,9,4,1,0
1,4,2,120,1,2,1,6,90,3,2,,1,1,1,4,6,2,0,0,2,1,2,1,1,4,1,1
1,3,2,50,1,2,1,6,840,2,1,3,1,4,1,4,4,5,0,0,2,2,3,2,1,3,2,0
1,4,2,70,2,,3,8,1100,6,1,3,7,2,3,4,3,4,0,0,0,0,3,13,13,5,,0
1,3,2,30,1,2,1,6,1800,5,2,,8,1,3,4,7,2,0,0,1,0,1,15,15,2,2,0
1,3,3,100,1,2,7,5,60,5,1,3,1,1,1,4,6,3,0,0,2,1,3,1,1,3,1,1
1,3,2,80,1,2,2,5,960,6,2,,4,3,1,4,7,2,0,0,2,2,0,9,9,2,2,0
3,2,2,220,1,2,6,8,2,1,1,3,7,1,3,4,6,3,0,0,0,0,3,13,13,4,2,0
1,3,2,120,1,2,1,7,130,4,2,,4,1,1,4,7,2,0,0,2,0,1,8,9,2,2,1
1,4,2,100,3,,3,10,1000,7,2,,4,1,1,4,6,3,0,0,2,2,0,9,9,1,,0
1,3,2,50,1,2,1,5,660,5,2,,4,1,1,4,7,2,0,0,2,1,0,9,9,3,1,0
1,5,2,280,1,2,1,10,1800,7,1,2,1,1,1,2,5,5,3,1,0,0,2,4,1,5,1,1
1,3,2,380,1,1,1,6,1500,6,1,3,,1,5,4,4,,0,0,2,1,,,,2,1,0
1,3,2,340,1,2,1,7,1400,5,1,2,1,1,1,4,5,3,0,0,0,0,2,2,1,3,2,0
1,3,2,40,1,2,1,6,600,4,1,3,,4,6,4,5,,0,0,1,0,,,,1,2,0
1,3,3,150,1,2,1,5,1,4,1,3,2,1,1,4,4,2,0,0,2,2,1,6,3,2,1,0
1,3,3,30,1,2,1,4,400,16,1,3,,3,4,4,3,,0,0,0,0,,,,1,1,0
1,3,2,50,1,1,1,6,600,4,1,3,2,2,1,2,5,4,1,1,0,0,2,3,3,5,1,0
2,7,2,290,1,2,3,14,140,4,1,3,2,1,1,4,6,2,0,0,2,2,1,3,3,6,1,1
1,3,2,90,1,2,3,6,740,4,1,2,1,1,1,4,5,2,0,0,2,0,2,2,4,3,1,0
1,3,2,130,1,2,1,10,100,7,2,,4,1,1,4,5,2,0,0,2,2,0,9,9,2,1,0
1,5,2,2,2,,1,8,2000,1,1,2,3,1,1,4,7,2,0,0,2,2,1,8,7,2,,1
1,3,2,500,1,2,3,7,1200,5,1,2,4,1,1,4,6,3,0,0,2,2,1,9,9,2,1,0
1,4,3,80,1,1,1,8,30,6,1,3,1,3,1,2,2,3,1,1,0,0,1,6,4,2,1,0
1,2,1,30,1,2,1,7,1,5,2,,,2,6,4,4,,0,0,1,1,,,,1,2,0
1,3,2,380,1,1,1,11,950,3,1,3,,1,7,4,7,,0,0,1,1,,,,2,2,0
1,4,2,400,1,2,1,7,800,6,1,3,7,1,3,4,6,4,0,0,0,0,3,13,13,5,1,1
1,2,2,50,3,,3,5,720,3,2,,4,2,1,4,6,2,0,0,2,1,0,9,9,2,,0
1,3,2,90,1,2,1,6,540,16,2,,2,4,1,4,3,2,0,0,0,0,1,3,3,2,2,0
1,3,2,90,1,2,1,5,40,2,1,3,1,1,1,2,4,3,1,1,0,0,2,4,1,2,2,1
1,2,2,50,3,,3,3,660,3,1,3,4,2,1,2,6,4,1,1,2,1,2,9,9,2,,0
2,5,2,100,1,2,1,10,1000,3,2,,,1,6,4,6,,0,0,1,1,,,,1,1,1
1,5,2,130,1,2,1,11,40,5,1,3,4,3,1,4,6,3,0,0,2,2,2,6,9,3,2,0
1,2,3,50,1,2,1,4,280,6,1,2,,1,6,4,5,,0,0,0,0,,,,2,2,0
1,4,2,160,1,1,1,8,50,17,2,,2,1,1,4,2,2,0,0,2,2,1,6,3,3,2,0
1,4,2,400,2,,1,8,3000,5,1,3,1,3,1,4,6,2,0,0,0,0,2,1,1,3,,1
1,2,2,50,2,,1,4,360,6,1,3,,1,5,4,1,,0,0,0,0,,,,2,,0
1,2,2,60,3,,1,4,780,5,2,,,1,6,4,6,,0,0,1,1,,,,1,,0
1,4,2,40,1,2,1,6,600,4,1,3,6,4,2,4,5,2,0,0,2,1,0,12,12,1,2,0
1,3,2,90,1,2,1,5,1800,5,1,3,2,1,1,4,6,2,0,0,0,0,1,3,3,3,1,0
1,4,2,220,1,2,1,7,190,5,1,2,2,2,1,4,6,4,0,0,1,1,3,3,3,3,2,1
1,3,2,30,1,1,1,5,930,4,2,,1,1,1,4,5,2,0,0,2,1,2,5,1,2,2,0
1,2,3,70,1,2,1,8,350,6,1,3,1,2,1,4,5,3,0,0,2,0,3,4,1,2,2,0
1,3,2,60,1,2,3,5,720,1,1,3,7,4,3,4,6,2,0,0,1,1,1,13,13,2,1,0
1,4,2,250,1,2,1,8,750,5,1,2,4,1,1,4,6,2,0,0,2,2,0,9,9,3,2,1
1,3,2,100,1,2,3,5,120,3,1,2,1,4,1,1,2,4,2,1,0,0,2,1,1,2,1,0
1,4,2,420,1,2,1,7,910,6,2,,4,1,1,4,7,2,0,0,2,2,1,6,9,3,1,0
1,3,2,100,1,2,3,5,1200,3,1,3,7,5,3,4,7,2,0,0,1,1,2,13,13,2,1,0
1,3,2,70,3,,1,5,60,8,2,,4,2,1,4,4,3,0,0,2,2,1,9,9,2,,0
1,7,2,550,1,2,1,14,100,8,1,1,2,1,1,2,5,6,4,1,0,0,1,7,3,2,1,1
1,0,3,20,1,2,1,1,50,7,1,3,4,4,1,4,3,2,0,0,2,1,0,9,9,1,2,0
1,3,2,20,3,,1,5,150,12,2,,,1,6,4,4,,0,0,1,1,,,,0,,0
1,4,2,50,1,2,1,5,1500,7,2,,3,1,1,2,5,4,2,1,0,0,1,3,7,2,1,0
1,4,2,4,1,2,1,7,1000,6,1,1,4,1,1,4,6,2,0,0,2,2,1,8,9,2,2,1
